Run	actual_sex	actual_sex_zw	SCiMS sample ID	Rx	Ry
S167F1000	female	male	S167F1000	0.9902	0
S167F5000	female	male	S167F5000	0.8752	0
S167F10000	female	male	S167F10000	0.8978	0
S167F100000	female	male	S167F100000	0.8565	0.0101
S167F1000000	female	male	S167F1000000	0.8384	0.0127
S167M150	male	female	S167M150	0.5112	0
S167M200	male	female	S167M200	0.7568	0
S167M250	male	female	S167M250	0.1529	0
S167M300	male	female	S167M300	0.5484	0.5453
S167M350	male	female	S167M350	0.3695	0
S167M400	male	female	S167M400	0.5643	0.9089
S167M450	male	female	S167M450	0.785	0.2727
S167M1000	male	female	S167M1000	0.4946	0.3895
S167M5000	male	female	S167M5000	0.4721	0.3895
S167M10000	male	female	S167M10000	0.398	0.3928
S167M100000	male	female	S167M100000	0.397	0.5059
S167M1000000	male	female	S167M1000000	0.4218	0.4809
S168F150	female	male	S168F150	1.629	0
S168F200	female	male	S168F200	0.8833	0
S168F250	female	male	S168F250	0.1949	0
S168F300	female	male	S168F300	0.1491	0
S168F350	female	male	S168F350	0.8832	0
S168F400	female	male	S168F400	0.8284	0
S168F450	female	male	S168F450	1.3026	0
S168F1000	female	male	S168F1000	0.5573	0
S168F5000	female	male	S168F5000	0.8969	0
S168F10000	female	male	S168F10000	0.8827	0.0405
S168F100000	female	male	S168F100000	0.8266	0.0104
S168F1000000	female	male	S168F1000000	0.8519	0.0126
S168M200	male	female	S168M200	0.3377	0
S168M250	male	female	S168M250	0.1658	2.045
S168M300	male	female	S168M300	0.5623	0.5453
S168M350	male	female	S168M350	0.1178	1.3633
S168M400	male	female	S168M400	0.273	0
S168M450	male	female	S168M450	0.4296	0.7791
S168M1000	male	female	S168M1000	0.4959	0.1948
S168M5000	male	female	S168M5000	0.3858	0.5965
S168M10000	male	female	S168M10000	0.4338	0.4305
S168M100000	male	female	S168M100000	0.4305	0.4792
S168M1000000	male	female	S168M1000000	0.4184	0.4836
S169F150	female	male	S169F150	2.0989	0
S169F200	female	male	S169F200	0.4524	0
S169F250	female	male	S169F250	0.7365	0
S169F300	female	male	S169F300	1.1748	0
S169F350	female	male	S169F350	0.8786	0
S169F400	female	male	S169F400	1.0919	0
S169F450	female	male	S169F450	0.7498	0
S169F1000	female	male	S169F1000	0.6935	0
S169F5000	female	male	S169F5000	0.932	0.0262
S169F10000	female	male	S169F10000	0.7662	0.0157
S169F100000	female	male	S169F100000	0.8496	0.0115
S169F1000000	female	male	S169F1000000	0.8509	0.0135
S169M150	male	female	S169M150	0.2791	0
S169M200	male	female	S169M200	0.7618	0.5453
S169M250	male	female	S169M250	0.6257	0.9089
S169M350	male	female	S169M350	0.2315	0.9089
S169M400	male	female	S169M400	0.4513	0
S169M450	male	female	S169M450	0.4805	0.6817
S169M1000	male	female	S169M1000	0.2008	0.4544
S169M5000	male	female	S169M5000	0.3882	0.3827
S169M10000	male	female	S169M10000	0.4859	0.5805
S169M100000	male	female	S169M100000	0.426	0.4435
S169M1000000	male	female	S169M1000000	0.4217	0.4753
S170F150	female	male	S170F150	0.7998	0
S170F200	female	male	S170F200	1.2225	0
S170F250	female	male	S170F250	0.6201	0
S170F300	female	male	S170F300	0.9837	0
S170F350	female	male	S170F350	1.0612	0.303
S170F400	female	male	S170F400	0.6609	0
S170F450	female	male	S170F450	0.7182	0
S170F1000	female	male	S170F1000	0.7886	0
S170F5000	female	male	S170F5000	0.9364	0.0267
S170F10000	female	male	S170F10000	0.8161	0.0295
S170F100000	female	male	S170F100000	0.8571	0.0171
S170F1000000	female	male	S170F1000000	0.8381	0.0134
S170M150	male	female	S170M150	0.2648	0
S170M200	male	female	S170M200	0.9221	0.9089
S170M250	male	female	S170M250	0.4845	0
S170M300	male	female	S170M300	0.2768	0.9089
S170M350	male	female	S170M350	0.3396	1.5581
S170M400	male	female	S170M400	0.4158	0
S170M450	male	female	S170M450	0.5104	0.3895
S170M1000	male	female	S170M1000	0.4373	0.2272
S170M5000	male	female	S170M5000	0.4563	0.4993
S170M10000	male	female	S170M10000	0.4192	0.5814
S170M100000	male	female	S170M100000	0.4046	0.5436
S170M1000000	male	female	S170M1000000	0.4191	0.4826
S171F150	female	male	S171F150	0.9456	0
S171F200	female	male	S171F200	1.0516	0
S171F250	female	male	S171F250	0.7366	0
S171F300	female	male	S171F300	0.8046	0
S171F350	female	male	S171F350	0.7692	0
S171F400	female	male	S171F400	1.1133	0
S171F450	female	male	S171F450	0.971	0
S171F1000	female	male	S171F1000	0.8408	0
S171F5000	female	male	S171F5000	0.8317	0
S171F10000	female	male	S171F10000	0.8392	0
S171F100000	female	male	S171F100000	0.8487	0.0072
S171F1000000	female	male	S171F1000000	0.855	0.0131
S171M150	male	female	S171M150	0.5	0
S171M200	male	female	S171M200	0.215	1.3633
S171M250	male	female	S171M250	0.9134	0
S171M300	male	female	S171M300	0.4808	0.5453
S171M350	male	female	S171M350	0.3345	1.0907
S171M400	male	female	S171M400	0.2915	0
S171M450	male	female	S171M450	0.2648	1.3633
S171M1000	male	female	S171M1000	0.3417	0.6817
S171M5000	male	female	S171M5000	0.4043	0.7297
S171M10000	male	female	S171M10000	0.4855	0.384
S171M100000	male	female	S171M100000	0.4129	0.5255
S171M1000000	male	female	S171M1000000	0.4165	0.4787
S172F150	female	male	S172F150	1.7784	0
S172F200	female	male	S172F200	0.2649	0
S172F250	female	male	S172F250	1.0404	0
S172F300	female	male	S172F300	0.4841	0
S172F350	female	male	S172F350	0.746	0.3895
S172F400	female	male	S172F400	0.7704	0
S172F450	female	male	S172F450	0.6377	0
S172F1000	female	male	S172F1000	0.9108	0
S172F5000	female	male	S172F5000	0.779	0
S172F10000	female	male	S172F10000	0.8414	0.0147
S172F100000	female	male	S172F100000	0.8378	0.0102
S172F1000000	female	male	S172F1000000	0.8548	0.0146
S172M200	male	female	S172M200	0.395	0.9089
S172M250	male	female	S172M250	0.7484	0.7791
S172M300	male	female	S172M300	0.5334	0.5453
S172M350	male	female	S172M350	0.3401	0.6817
S172M400	male	female	S172M400	0.4065	0.5453
S172M450	male	female	S172M450	0.3874	0
S172M1000	male	female	S172M1000	0.4134	0.2272
S172M5000	male	female	S172M5000	0.5028	0.3456
S172M10000	male	female	S172M10000	0.4044	0.5663
S172M100000	male	female	S172M100000	0.4269	0.4737
S172M1000000	male	female	S172M1000000	0.4189	0.4849
S173F150	female	male	S173F150	0.8989	0
S173F200	female	male	S173F200	0.6715	0
S173F250	female	male	S173F250	0.2913	0
S173F300	female	male	S173F300	0.5535	0
S173F350	female	male	S173F350	0.1233	0
S173F400	female	male	S173F400	0.4083	0
S173F450	female	male	S173F450	0.6213	0
S173F1000	female	male	S173F1000	0.9274	0
S173F5000	female	male	S173F5000	0.9009	0.054
S173F10000	female	male	S173F10000	0.8237	0
S173F100000	female	male	S173F100000	0.8492	0.0114
S173F1000000	female	male	S173F1000000	0.8468	0.0114
S173M250	male	female	S173M250	0.2801	0
S173M300	male	female	S173M300	0.1377	1.8178
S173M350	male	female	S173M350	0.3464	0.6817
S173M400	male	female	S173M400	0.2835	0
S173M450	male	female	S173M450	0.6907	0
S173M1000	male	female	S173M1000	0.3561	0.4958
S173M5000	male	female	S173M5000	0.4403	0.4411
S173M10000	male	female	S173M10000	0.4443	0.5608
S173M100000	male	female	S173M100000	0.4266	0.5171
S173M1000000	male	female	S173M1000000	0.4253	0.4789
S174F150	female	male	S174F150	0.9127	0
S174F200	female	male	S174F200	1.0435	0
S174F250	female	male	S174F250	1.1658	0
S174F300	female	male	S174F300	0.9452	0
S174F350	female	male	S174F350	0.894	0
S174F400	female	male	S174F400	0.3387	0
S174F450	female	male	S174F450	0.7799	0
S174F1000	female	male	S174F1000	0.8232	0
S174F5000	female	male	S174F5000	0.9777	0
S174F10000	female	male	S174F10000	0.7858	0.0157
S174F100000	female	male	S174F100000	0.8534	0.0186
S174F1000000	female	male	S174F1000000	0.8395	0.0135
S174M150	male	female	S174M150	0.5481	0
S174M200	male	female	S174M200	0.3796	0
S174M250	male	female	S174M250	0.435	0
S174M300	male	female	S174M300	0.5256	0.9089
S174M350	male	female	S174M350	0.2045	0
S174M400	male	female	S174M400	0.1913	0
S174M450	male	female	S174M450	0.1772	1.3633
S174M1000	male	female	S174M1000	0.2033	1.3633
S174M5000	male	female	S174M5000	0.3204	0.4452
S174M10000	male	female	S174M10000	0.4008	0.3831
S174M100000	male	female	S174M100000	0.4253	0.5048
S174M1000000	male	female	S174M1000000	0.4193	0.4781
S175F150	female	male	S175F150	1.7491	0
S175F200	female	male	S175F200	1.1615	0
S175F250	female	male	S175F250	0.3697	0
S175F300	female	male	S175F300	0.5011	0
S175F350	female	male	S175F350	0.444	0
S175F400	female	male	S175F400	0.8824	0.303
S175F450	female	male	S175F450	0.808	0
S175F1000	female	male	S175F1000	1.1347	0
S175F5000	female	male	S175F5000	0.6851	0.0345
S175F10000	female	male	S175F10000	0.8058	0.0296
S175F100000	female	male	S175F100000	0.8445	0.0087
S175F1000000	female	male	S175F1000000	0.8376	0.0157
S175M150	male	female	S175M150	0.2765	1.3633
S175M200	male	female	S175M200	0.4235	0.9089
S175M250	male	female	S175M250	0.3222	0
S175M300	male	female	S175M300	0.7564	0.3895
S175M350	male	female	S175M350	0.3518	0.6817
S175M400	male	female	S175M400	0.6232	0.6817
S175M450	male	female	S175M450	0.6725	0.5453
S175M1000	male	female	S175M1000	0.618	0.3208
S175M5000	male	female	S175M5000	0.4566	0.4411
S175M10000	male	female	S175M10000	0.4096	0.574
S175M100000	male	female	S175M100000	0.4207	0.4741
S175M1000000	male	female	S175M1000000	0.4202	0.4773
S176F150	female	male	S176F150	1.0861	0
S176F200	female	male	S176F200	0.2399	0
S176F250	female	male	S176F250	0.5277	0
S176F300	female	male	S176F300	0.2635	0
S176F350	female	male	S176F350	1.1662	0
S176F400	female	male	S176F400	0.9659	0
S176F450	female	male	S176F450	1.0836	0
S176F1000	female	male	S176F1000	0.7987	0
S176F5000	female	male	S176F5000	1.0384	0.0235
S176F10000	female	male	S176F10000	0.9579	0.0129
S176F100000	female	male	S176F100000	0.8229	0.0133
S176F1000000	female	male	S176F1000000	0.8498	0.0112
S176M150	male	female	S176M150	0.5716	0
S176M200	male	female	S176M200	0.429	0.9089
S176M250	male	female	S176M250	0.2881	0
S176M300	male	female	S176M300	0.226	0.9089
S176M350	male	female	S176M350	0.119	0
S176M400	male	female	S176M400	0.52	0.7791
S176M450	male	female	S176M450	0.6189	0.3408
S176M1000	male	female	S176M1000	0.2374	1.636
S176M5000	male	female	S176M5000	0.3398	0.4719
S176M10000	male	female	S176M10000	0.3967	0.5194
S176M100000	male	female	S176M100000	0.4373	0.4864
S176M1000000	male	female	S176M1000000	0.4204	0.4815
S177F150	female	male	S177F150	0.6321	0
S177F200	female	male	S177F200	0.9742	0
S177F250	female	male	S177F250	0.6687	0
S177F300	female	male	S177F300	0.4595	0
S177F350	female	male	S177F350	0.3772	0
S177F400	female	male	S177F400	0.4345	0
S177F450	female	male	S177F450	0.8966	0
S177F1000	female	male	S177F1000	0.4155	0
S177F5000	female	male	S177F5000	0.9224	0
S177F10000	female	male	S177F10000	0.9264	0.0134
S177F100000	female	male	S177F100000	0.8475	0.0101
S177F1000000	female	male	S177F1000000	0.8399	0.0147
S177M150	male	female	S177M150	0.5226	0
S177M200	male	female	S177M200	0.4183	0.9089
S177M250	male	female	S177M250	0.53	0.6817
S177M300	male	female	S177M300	0.7955	0
S177M350	male	female	S177M350	0.5884	0.3895
S177M400	male	female	S177M400	0.1818	0
S177M450	male	female	S177M450	0.7756	0.4958
S177M1000	male	female	S177M1000	0.3482	0.839
S177M5000	male	female	S177M5000	0.3652	0.4116
S177M10000	male	female	S177M10000	0.3372	0.5949
S177M100000	male	female	S177M100000	0.4173	0.4697
S177M1000000	male	female	S177M1000000	0.4212	0.48
S178F150	female	male	S178F150	1.0293	0
S178F200	female	male	S178F200	0.6264	0
S178F250	female	male	S178F250	1.0403	0
S178F300	female	male	S178F300	1.0047	0
S178F350	female	male	S178F350	1.3308	0
S178F400	female	male	S178F400	0.1046	0
S178F450	female	male	S178F450	0.9143	0
S178F1000	female	male	S178F1000	1.0005	0
S178F5000	female	male	S178F5000	0.7071	0
S178F10000	female	male	S178F10000	0.8411	0
S178F100000	female	male	S178F100000	0.8231	0.006
S178F1000000	female	male	S178F1000000	0.8456	0.0131
S178M150	male	female	S178M150	0.2975	1.3633
S178M200	male	female	S178M200	0.5431	0
S178M250	male	female	S178M250	0.6402	0
S178M300	male	female	S178M300	0.1407	1.3633
S178M350	male	female	S178M350	0.5971	0
S178M400	male	female	S178M400	0.2879	1.3633
S178M450	male	female	S178M450	0.7361	0.5453
S178M1000	male	female	S178M1000	0.6883	0.2727
S178M5000	male	female	S178M5000	0.4341	0.4544
S178M10000	male	female	S178M10000	0.3805	0.347
S178M100000	male	female	S178M100000	0.4371	0.45
S178M1000000	male	female	S178M1000000	0.4176	0.489
S179F150	female	male	S179F150	0.3082	0
S179F200	female	male	S179F200	0.9231	0
S179F250	female	male	S179F250	1.7902	0
S179F300	female	male	S179F300	0.1248	0
S179F350	female	male	S179F350	0.2414	0
S179F400	female	male	S179F400	1.4118	0
S179F450	female	male	S179F450	0.4995	0
S179F1000	female	male	S179F1000	0.967	0
S179F5000	female	male	S179F5000	0.7286	0
S179F10000	female	male	S179F10000	0.8828	0.0138
S179F100000	female	male	S179F100000	0.8609	0.0142
S179F1000000	female	male	S179F1000000	0.8434	0.0145
S179M150	male	female	S179M150	0.2521	1.3633
S179M200	male	female	S179M200	0.1756	0
S179M250	male	female	S179M250	0.311	0
S179M300	male	female	S179M300	0.4899	0.5453
S179M350	male	female	S179M350	0.5221	0
S179M400	male	female	S179M400	0.2739	0
S179M450	male	female	S179M450	0.3372	0
S179M1000	male	female	S179M1000	0.7334	0.2727
S179M5000	male	female	S179M5000	0.3829	0.4621
S179M10000	male	female	S179M10000	0.477	0.4576
S179M100000	male	female	S179M100000	0.4319	0.4683
S179M1000000	male	female	S179M1000000	0.4148	0.4821
S180F150	female	male	S180F150	0.2977	0
S180F200	female	male	S180F200	0.4825	0
S180F250	female	male	S180F250	1.1431	0
S180F300	female	male	S180F300	0.572	0
S180F350	female	male	S180F350	1.392	0
S180F400	female	male	S180F400	0.5042	0
S180F450	female	male	S180F450	0.8759	0
S180F1000	female	male	S180F1000	0.974	0
S180F5000	female	male	S180F5000	0.7416	0
S180F10000	female	male	S180F10000	0.9134	0.0267
S180F100000	female	male	S180F100000	0.8556	0.0115
S180F1000000	female	male	S180F1000000	0.8453	0.0129
S180M150	male	female	S180M150	1.1596	0
S180M250	male	female	S180M250	0.175	1.3633
S180M350	male	female	S180M350	0.2164	0.9089
S180M400	male	female	S180M400	0.5154	0
S180M450	male	female	S180M450	0.4508	0
S180M1000	male	female	S180M1000	0.2095	1.2119
S180M5000	male	female	S180M5000	0.56	0.3797
S180M10000	male	female	S180M10000	0.3483	0.5843
S180M100000	male	female	S180M100000	0.425	0.5066
S180M1000000	male	female	S180M1000000	0.4185	0.4891
S181F150	female	male	S181F150	1.1301	0
S181F200	female	male	S181F200	0.6529	0
S181F250	female	male	S181F250	0.9346	0
S181F300	female	male	S181F300	0.7217	0
S181F350	female	male	S181F350	1.0911	0
S181F400	female	male	S181F400	0.4043	0
S181F450	female	male	S181F450	0.6697	0
S181F1000	female	male	S181F1000	0.8122	0
S181F5000	female	male	S181F5000	0.9189	0
S181F10000	female	male	S181F10000	0.6915	0
S181F100000	female	male	S181F100000	0.8788	0.0112
S181F1000000	female	male	S181F1000000	0.8413	0.0142
S181M150	male	female	S181M150	1.0998	0
S181M200	male	female	S181M200	0.8829	0.5453
S181M250	male	female	S181M250	0.612	0.5453
S181M300	male	female	S181M300	0.5874	0.5453
S181M350	male	female	S181M350	0.2466	0
S181M400	male	female	S181M400	0.0934	0
S181M450	male	female	S181M450	0	2.7267
S181M1000	male	female	S181M1000	0.5501	0.7175
S181M5000	male	female	S181M5000	0.294	0.7717
S181M10000	male	female	S181M10000	0.3769	0.4102
S181M100000	male	female	S181M100000	0.3976	0.4712
S181M1000000	male	female	S181M1000000	0.4209	0.4784
S182F150	female	male	S182F150	1.8944	0
S182F200	female	male	S182F200	0.9732	0
S182F250	female	male	S182F250	1.0885	0
S182F300	female	male	S182F300	0.4313	0
S182F350	female	male	S182F350	1.4348	0
S182F400	female	male	S182F400	1.033	0
S182F450	female	male	S182F450	0.2873	0
S182F1000	female	male	S182F1000	0.741	0
S182F5000	female	male	S182F5000	0.8099	0
S182F10000	female	male	S182F10000	0.7929	0
S182F100000	female	male	S182F100000	0.8764	0.0084
S182F1000000	female	male	S182F1000000	0.8513	0.0119
S182M250	male	female	S182M250	0.7105	0.5453
S182M300	male	female	S182M300	0.3996	0.6817
S182M350	male	female	S182M350	0.3431	1.3633
S182M400	male	female	S182M400	0.1859	1.3633
S182M450	male	female	S182M450	0.2664	0
S182M1000	male	female	S182M1000	0.2874	0.6059
S182M5000	male	female	S182M5000	0.4088	0.5784
S182M10000	male	female	S182M10000	0.4234	0.5164
S182M100000	male	female	S182M100000	0.4159	0.4577
S182M1000000	male	female	S182M1000000	0.4215	0.4839
S183F150	female	male	S183F150	0.9392	0
S183F200	female	male	S183F200	0.9293	0
S183F250	female	male	S183F250	0.4618	0
S183F300	female	male	S183F300	0.7453	0
S183F350	female	male	S183F350	1.0056	0
S183F400	female	male	S183F400	1.1528	0
S183F450	female	male	S183F450	1.3278	0
S183F1000	female	male	S183F1000	0.4746	0
S183F5000	female	male	S183F5000	0.7067	0
S183F10000	female	male	S183F10000	0.9234	0
S183F100000	female	male	S183F100000	0.8406	0.0145
S183F1000000	female	male	S183F1000000	0.8402	0.0141
S183M150	male	female	S183M150	0.6695	0
S183M200	male	female	S183M200	0.1742	1.8178
S183M250	male	female	S183M250	0.5113	0
S183M300	male	female	S183M300	0.4389	1.0907
S183M350	male	female	S183M350	0.4723	0.5453
S183M400	male	female	S183M400	0.4953	0
S183M450	male	female	S183M450	0.1653	0
S183M1000	male	female	S183M1000	0.3113	0.303
S183M5000	male	female	S183M5000	0.3531	0.5843
S183M10000	male	female	S183M10000	0.3752	0.5634
S183M100000	male	female	S183M100000	0.4321	0.4106
S183M1000000	male	female	S183M1000000	0.4192	0.4878
S184F150	female	male	S184F150	1.979	0
S184F200	female	male	S184F200	1.0464	0
S184F250	female	male	S184F250	1.2681	0
S184F300	female	male	S184F300	0.7088	0
S184F350	female	male	S184F350	0.6138	0
S184F400	female	male	S184F400	0.5805	0
S184F450	female	male	S184F450	0.9894	0
S184F1000	female	male	S184F1000	1.1338	0
S184F5000	female	male	S184F5000	0.8586	0
S184F10000	female	male	S184F10000	0.7945	0.0308
S184F100000	female	male	S184F100000	0.8516	0.0072
S184F1000000	female	male	S184F1000000	0.8471	0.0134
S184M150	male	female	S184M150	0.8236	0
S184M200	male	female	S184M200	0.224	1.8178
S184M250	male	female	S184M250	0.4832	0
S184M350	male	female	S184M350	0.3289	0.6817
S184M400	male	female	S184M400	0.5211	0
S184M450	male	female	S184M450	0.7163	0.5453
S184M1000	male	female	S184M1000	0.583	0.4812
S184M5000	male	female	S184M5000	0.4422	0.4195
S184M10000	male	female	S184M10000	0.4116	0.5326
S184M100000	male	female	S184M100000	0.4509	0.473
S184M1000000	male	female	S184M1000000	0.4196	0.4918
S185F150	female	male	S185F150	1.7923	0
S185F200	female	male	S185F200	1.5213	0
S185F250	female	male	S185F250	1.0144	0
S185F300	female	male	S185F300	0.5828	0
S185F350	female	male	S185F350	0.8555	0
S185F400	female	male	S185F400	0.6464	0
S185F450	female	male	S185F450	0.6058	0
S185F1000	female	male	S185F1000	0.9292	0
S185F5000	female	male	S185F5000	0.7451	0
S185F10000	female	male	S185F10000	0.7996	0.0303
S185F100000	female	male	S185F100000	0.8293	0.0118
S185F1000000	female	male	S185F1000000	0.8476	0.0122
S185M150	male	female	S185M150	0.251	0
S185M200	male	female	S185M200	0.4038	0.9089
S185M250	male	female	S185M250	0.3206	1.3633
S185M300	male	female	S185M300	0.6266	0.5453
S185M350	male	female	S185M350	0.4324	0
S185M400	male	female	S185M400	0.1858	0
S185M450	male	female	S185M450	0.5267	0.3895
S185M1000	male	female	S185M1000	0.421	0.4195
S185M5000	male	female	S185M5000	0.3958	0.7023
S185M10000	male	female	S185M10000	0.4117	0.5371
S185M100000	male	female	S185M100000	0.4246	0.5082
S185M1000000	male	female	S185M1000000	0.4177	0.4776
S186F150	female	male	S186F150	1.4914	0
S186F200	female	male	S186F200	0.7798	0
S186F250	female	male	S186F250	1.1325	0
S186F300	female	male	S186F300	1.0771	0
S186F350	female	male	S186F350	0.6064	0
S186F400	female	male	S186F400	0.8858	0
S186F450	female	male	S186F450	1.4093	0
S186F1000	female	male	S186F1000	0.8946	0
S186F5000	female	male	S186F5000	0.8729	0
S186F10000	female	male	S186F10000	0.8133	0.0147
S186F100000	female	male	S186F100000	0.8438	0.0102
S186F1000000	female	male	S186F1000000	0.8405	0.0125
S186M150	male	female	S186M150	0.925	0
S186M200	male	female	S186M200	0.1989	0
S186M250	male	female	S186M250	0.5296	0.6817
S186M300	male	female	S186M300	0.26	0
S186M350	male	female	S186M350	0.2277	0
S186M400	male	female	S186M400	0.213	0.9089
S186M450	male	female	S186M450	0.0771	0
S186M1000	male	female	S186M1000	0.4878	0.3636
S186M5000	male	female	S186M5000	0.3876	0.6391
S186M10000	male	female	S186M10000	0.3669	0.6705
S186M100000	male	female	S186M100000	0.4178	0.4792
S186M1000000	male	female	S186M1000000	0.4141	0.4825
S187F150	female	male	S187F150	0.5812	0
S187F200	female	male	S187F200	0.4411	0
S187F250	female	male	S187F250	0.6775	0
S187F300	female	male	S187F300	2.3674	0
S187F350	female	male	S187F350	0.2702	0
S187F400	female	male	S187F400	0.9247	0
S187F450	female	male	S187F450	0.5747	0
S187F1000	female	male	S187F1000	0.6531	0
S187F5000	female	male	S187F5000	0.8778	0
S187F10000	female	male	S187F10000	0.8307	0.0295
S187F100000	female	male	S187F100000	0.8589	0.0114
S187F1000000	female	male	S187F1000000	0.8426	0.0123
S187M150	male	female	S187M150	0.8137	0.6817
S187M250	male	female	S187M250	0.6306	0
S187M300	male	female	S187M300	0.2475	0
S187M350	male	female	S187M350	0.5677	0
S187M400	male	female	S187M400	0.3994	0
S187M450	male	female	S187M450	0.3488	0.9089
S187M1000	male	female	S187M1000	0.3732	0.4958
S187M5000	male	female	S187M5000	0.395	0.6197
S187M10000	male	female	S187M10000	0.3657	0.5593
S187M100000	male	female	S187M100000	0.4298	0.4808
S187M1000000	male	female	S187M1000000	0.4185	0.476
S188F150	female	male	S188F150	1.3983	0
S188F200	female	male	S188F200	0.4062	0
S188F250	female	male	S188F250	0.8722	0
S188F300	female	male	S188F300	1.0802	0
S188F350	female	male	S188F350	0.693	0
S188F400	female	male	S188F400	1.3166	0
S188F450	female	male	S188F450	0.4909	0
S188F1000	female	male	S188F1000	0.6963	0
S188F5000	female	male	S188F5000	0.8772	0.027
S188F10000	female	male	S188F10000	0.7883	0.03
S188F100000	female	male	S188F100000	0.8559	0.0086
S188F1000000	female	male	S188F1000000	0.8486	0.0124
S188M150	male	female	S188M150	0.49	0
S188M200	male	female	S188M200	0.657	0
S188M250	male	female	S188M250	0.7942	0.4544
S188M300	male	female	S188M300	0.612	0
S188M350	male	female	S188M350	0.8062	0.9089
S188M400	male	female	S188M400	0.3709	0
S188M450	male	female	S188M450	0.957	0.7271
S188M1000	male	female	S188M1000	0.1986	0.4544
S188M5000	male	female	S188M5000	0.4712	0.2936
S188M10000	male	female	S188M10000	0.415	0.4363
S188M100000	male	female	S188M100000	0.4271	0.4468
S188M1000000	male	female	S188M1000000	0.4178	0.4831
S189F150	female	male	S189F150	0.673	0
S189F200	female	male	S189F200	1.5064	0
S189F250	female	male	S189F250	1.3892	0
S189F300	female	male	S189F300	1.0761	0
S189F350	female	male	S189F350	1.4039	0
S189F400	female	male	S189F400	0.6912	0
S189F450	female	male	S189F450	1.5876	0
S189F1000	female	male	S189F1000	0.8464	0
S189F5000	female	male	S189F5000	0.7647	0
S189F10000	female	male	S189F10000	0.7573	0.0159
S189F100000	female	male	S189F100000	0.8353	0.0059
S189F1000000	female	male	S189F1000000	0.8469	0.0126
S189M150	male	female	S189M150	0.2631	0
S189M250	male	female	S189M250	0.4725	0.6817
S189M300	male	female	S189M300	0.2815	0
S189M350	male	female	S189M350	0.2396	0
S189M400	male	female	S189M400	0.1785	0
S189M450	male	female	S189M450	0.6888	0.5453
S189M1000	male	female	S189M1000	0.3231	0.839
S189M5000	male	female	S189M5000	0.4979	0.2727
S189M10000	male	female	S189M10000	0.4696	0.4544
S189M100000	male	female	S189M100000	0.4239	0.4445
S189M1000000	male	female	S189M1000000	0.4182	0.4795
S190F150	female	male	S190F150	0.3823	0
S190F200	female	male	S190F200	0.4343	0
S190F250	female	male	S190F250	0.6068	0
S190F300	female	male	S190F300	0.8362	0
S190F350	female	male	S190F350	1.4143	0
S190F400	female	male	S190F400	1.0259	0
S190F450	female	male	S190F450	1.211	0
S190F1000	female	male	S190F1000	0.9129	0
S190F5000	female	male	S190F5000	0.8308	0
S190F10000	female	male	S190F10000	0.8972	0.0138
S190F100000	female	male	S190F100000	0.8466	0.0173
S190F1000000	female	male	S190F1000000	0.8507	0.0142
S190M150	male	female	S190M150	0.305	1.3633
S190M200	male	female	S190M200	0.1987	0
S190M250	male	female	S190M250	0.3121	0
S190M300	male	female	S190M300	0.1257	0
S190M350	male	female	S190M350	0.3314	0.6817
S190M400	male	female	S190M400	0.3749	1.1686
S190M450	male	female	S190M450	0.6371	1.1361
S190M1000	male	female	S190M1000	0.5462	0.3408
S190M5000	male	female	S190M5000	0.4156	0.4761
S190M10000	male	female	S190M10000	0.4848	0.5244
S190M100000	male	female	S190M100000	0.4381	0.4493
S190M1000000	male	female	S190M1000000	0.417	0.4986
S191F150	female	male	S191F150	0.5434	0
S191F200	female	male	S191F200	0.9267	0
S191F250	female	male	S191F250	0.5503	0
S191F300	female	male	S191F300	0.5705	0
S191F350	female	male	S191F350	0.4544	0
S191F400	female	male	S191F400	1.0307	0.303
S191F450	female	male	S191F450	0.6998	0.3408
S191F1000	female	male	S191F1000	0.9014	0
S191F5000	female	male	S191F5000	0.8058	0
S191F10000	female	male	S191F10000	0.8913	0.027
S191F100000	female	male	S191F100000	0.8485	0.0186
S191F1000000	female	male	S191F1000000	0.8296	0.014
S191M150	male	female	S191M150	0.2296	0
S191M200	male	female	S191M200	0.443	0
S191M250	male	female	S191M250	0.5245	1.0907
S191M300	male	female	S191M300	0.3763	0
S191M350	male	female	S191M350	0.4059	0
S191M400	male	female	S191M400	0.5899	0
S191M450	male	female	S191M450	0.5511	0
S191M1000	male	female	S191M1000	0.4267	0
S191M5000	male	female	S191M5000	0.454	0.5229
S191M10000	male	female	S191M10000	0.4925	0.4482
S191M100000	male	female	S191M100000	0.4337	0.4238
S191M1000000	male	female	S191M1000000	0.4217	0.4722
S192F150	female	male	S192F150	0.5831	0
S192F250	female	male	S192F250	0.6728	0
S192F300	female	male	S192F300	1.3387	0
S192F350	female	male	S192F350	0.9067	0
S192F400	female	male	S192F400	1.0664	0
S192F450	female	male	S192F450	0.7033	0
S192F1000	female	male	S192F1000	0.9707	0
S192F5000	female	male	S192F5000	0.8723	0.0281
S192F10000	female	male	S192F10000	0.909	0
S192F100000	female	male	S192F100000	0.813	0.0121
S192F1000000	female	male	S192F1000000	0.8513	0.0142
S192M150	male	female	S192M150	0.2233	0
S192M200	male	female	S192M200	0.5224	0
S192M250	male	female	S192M250	0.4757	0
S192M300	male	female	S192M300	0.3772	0
S192M350	male	female	S192M350	0.7025	0
S192M400	male	female	S192M400	0.4578	0
