Run	actual_sex	actual_sex_zw	SCiMS sample ID	Rx	Ry
S974F250	female	male	S974F250	0.8897	0
S974F300	female	male	S974F300	0.6128	0
S974F350	female	male	S974F350	0.3855	0
S974F400	female	male	S974F400	0.7633	0
S974F450	female	male	S974F450	0.7964	0
S974F1000	female	male	S974F1000	0.8649	0
S974F5000	female	male	S974F5000	1.0094	0
S974F10000	female	male	S974F10000	0.8282	0
S974F100000	female	male	S974F100000	0.8311	0.0132
S974F1000000	female	male	S974F1000000	0.8487	0.0128
S974M150	male	female	S974M150	0.3093	1.3633
S974M250	male	female	S974M250	0.589	0
S974M350	male	female	S974M350	0.3159	0
S974M400	male	female	S974M400	0.4173	0.9089
S974M450	male	female	S974M450	0.342	0
S974M1000	male	female	S974M1000	0.1146	1.3633
S974M5000	male	female	S974M5000	0.3942	0.6391
S974M10000	male	female	S974M10000	0.4262	0.4958
S974M100000	male	female	S974M100000	0.4225	0.5205
S974M1000000	male	female	S974M1000000	0.419	0.4761
S975F150	female	male	S975F150	2.944	0
S975F200	female	male	S975F200	1.2043	0
S975F250	female	male	S975F250	0.9461	0
S975F300	female	male	S975F300	1.1572	0
S975F350	female	male	S975F350	0.8337	0
S975F400	female	male	S975F400	0.8218	0
S975F450	female	male	S975F450	0.3144	0
S975F1000	female	male	S975F1000	1.1055	0
S975F5000	female	male	S975F5000	0.7415	0
S975F10000	female	male	S975F10000	0.9161	0.0136
S975F100000	female	male	S975F100000	0.8438	0.0087
S975F1000000	female	male	S975F1000000	0.8535	0.0133
S975M150	male	female	S975M150	0.5691	0
S975M200	male	female	S975M200	0.5706	0
S975M250	male	female	S975M250	0.1578	1.3633
S975M300	male	female	S975M300	0.5659	0.5453
S975M350	male	female	S975M350	0.3322	1.0907
S975M400	male	female	S975M400	0.6069	0.3895
S975M450	male	female	S975M450	0.2518	1.0907
S975M1000	male	female	S975M1000	0.4087	0.4195
S975M5000	male	female	S975M5000	0.5594	0.3187
S975M10000	male	female	S975M10000	0.4661	0.5343
S975M100000	male	female	S975M100000	0.4341	0.4661
S975M1000000	male	female	S975M1000000	0.4233	0.4752
S976F150	female	male	S976F150	0.5707	0
S976F200	female	male	S976F200	0.1839	0
S976F250	female	male	S976F250	1.0181	0
S976F300	female	male	S976F300	1.4695	0
S976F350	female	male	S976F350	0.276	0
S976F400	female	male	S976F400	0.5299	0
S976F450	female	male	S976F450	0.2794	0
S976F1000	female	male	S976F1000	0.6905	0
S976F5000	female	male	S976F5000	0.7806	0.031
S976F10000	female	male	S976F10000	0.8907	0
S976F100000	female	male	S976F100000	0.8377	0.0101
S976F1000000	female	male	S976F1000000	0.8444	0.013
S976M150	male	female	S976M150	0.2262	0
S976M250	male	female	S976M250	0.7187	0.4544
S976M300	male	female	S976M300	0.285	0.9089
S976M350	male	female	S976M350	0.5685	0.4544
S976M400	male	female	S976M400	0.4032	0.5453
S976M450	male	female	S976M450	0.7163	0
S976M1000	male	female	S976M1000	0.5667	0.3408
S976M5000	male	female	S976M5000	0.3466	0.5049
S976M10000	male	female	S976M10000	0.4861	0.3787
S976M100000	male	female	S976M100000	0.4245	0.4456
S976M1000000	male	female	S976M1000000	0.4201	0.4756
S977F150	female	male	S977F150	0.6514	0
S977F200	female	male	S977F200	1.2193	0
S977F250	female	male	S977F250	0.7847	0
S977F300	female	male	S977F300	0.7216	0
S977F350	female	male	S977F350	1.5888	0
S977F400	female	male	S977F400	0.8905	0
S977F450	female	male	S977F450	1.0483	0
S977F1000	female	male	S977F1000	0.6376	0
S977F5000	female	male	S977F5000	0.9042	0
S977F10000	female	male	S977F10000	0.8491	0
S977F100000	female	male	S977F100000	0.8693	0.0169
S977F1000000	female	male	S977F1000000	0.8451	0.014
S977M150	male	female	S977M150	0.2186	0
S977M200	male	female	S977M200	0.4293	1.3633
S977M250	male	female	S977M250	0.3285	0
S977M300	male	female	S977M300	0.5123	0.5453
S977M350	male	female	S977M350	0.7881	0
S977M400	male	female	S977M400	0.5313	0
S977M450	male	female	S977M450	0.2725	0.6817
S977M1000	male	female	S977M1000	0.3814	0.4544
S977M5000	male	female	S977M5000	0.4094	0.5873
S977M10000	male	female	S977M10000	0.3785	0.6157
S977M100000	male	female	S977M100000	0.4141	0.5115
S977M1000000	male	female	S977M1000000	0.4177	0.4918
S978F150	female	male	S978F150	0.2891	0
S978F200	female	male	S978F200	0.6616	0
S978F250	female	male	S978F250	0.7677	0
S978F300	female	male	S978F300	0.4028	0
S978F350	female	male	S978F350	0.6522	0
S978F400	female	male	S978F400	1.025	0.2727
S978F450	female	male	S978F450	0.3883	0
S978F1000	female	male	S978F1000	0.5745	0
S978F5000	female	male	S978F5000	0.8257	0
S978F10000	female	male	S978F10000	0.7531	0.0166
S978F100000	female	male	S978F100000	0.8514	0.0143
S978F1000000	female	male	S978F1000000	0.838	0.0119
S978M150	male	female	S978M150	0.5319	0
S978M200	male	female	S978M200	0.1768	0
S978M250	male	female	S978M250	0.2844	1.3633
S978M300	male	female	S978M300	0.5763	0.9089
S978M350	male	female	S978M350	0.4041	0.5453
S978M400	male	female	S978M400	0.3929	0
S978M450	male	female	S978M450	0.4227	0
S978M1000	male	female	S978M1000	0.5324	0
S978M5000	male	female	S978M5000	0.4343	0.4131
S978M10000	male	female	S978M10000	0.3863	0.4354
S978M100000	male	female	S978M100000	0.4112	0.5139
S978M1000000	male	female	S978M1000000	0.4223	0.4748
S979F150	female	male	S979F150	1.1782	0
S979F200	female	male	S979F200	0.4467	0
S979F250	female	male	S979F250	1.4026	0
S979F300	female	male	S979F300	0.805	0
S979F350	female	male	S979F350	1.0052	0
S979F400	female	male	S979F400	0.7222	0
S979F450	female	male	S979F450	0.6779	0
S979F1000	female	male	S979F1000	1.0199	0
S979F5000	female	male	S979F5000	0.7778	0.031
S979F10000	female	male	S979F10000	0.8424	0.0287
S979F100000	female	male	S979F100000	0.8491	0.0185
S979F1000000	female	male	S979F1000000	0.8466	0.0126
S979M150	male	female	S979M150	1.1286	0
S979M200	male	female	S979M200	0.4036	0
S979M250	male	female	S979M250	0.7404	0
S979M300	male	female	S979M300	0.2612	0
S979M350	male	female	S979M350	0.2256	0
S979M400	male	female	S979M400	0.3061	0.6817
S979M450	male	female	S979M450	0.5089	0.3895
S979M1000	male	female	S979M1000	0.3057	0.5453
S979M5000	male	female	S979M5000	0.3981	0.4398
S979M10000	male	female	S979M10000	0.4227	0.4405
S979M100000	male	female	S979M100000	0.4335	0.4878
S979M1000000	male	female	S979M1000000	0.4205	0.485
S980F150	female	male	S980F150	0.8631	0
S980F200	female	male	S980F200	0.4013	0
S980F250	female	male	S980F250	0.7014	0
S980F300	female	male	S980F300	1.0772	0
S980F350	female	male	S980F350	1.0964	0
S980F400	female	male	S980F400	0.5169	0
S980F450	female	male	S980F450	0.7277	0
S980F1000	female	male	S980F1000	0.9709	0
S980F5000	female	male	S980F5000	0.7938	0.029
S980F10000	female	male	S980F10000	0.8309	0.0437
S980F100000	female	male	S980F100000	0.84	0.0087
S980F1000000	female	male	S980F1000000	0.8359	0.0128
S980M150	male	female	S980M150	0.789	0.6817
S980M200	male	female	S980M200	0.3611	0
S980M250	male	female	S980M250	0	2.7267
S980M300	male	female	S980M300	0.5902	0
S980M350	male	female	S980M350	0.4162	0.9089
S980M400	male	female	S980M400	0.5676	0.3895
S980M450	male	female	S980M450	0.516	0.3895
S980M1000	male	female	S980M1000	0.234	1.2394
S980M5000	male	female	S980M5000	0.3996	0.5364
S980M10000	male	female	S980M10000	0.4326	0.468
S980M100000	male	female	S980M100000	0.4198	0.4591
S980M1000000	male	female	S980M1000000	0.4177	0.4898
S981F150	female	male	S981F150	0.6192	0
S981F200	female	male	S981F200	0.7343	0
S981F250	female	male	S981F250	1.2791	0
S981F300	female	male	S981F300	0.7427	0
S981F350	female	male	S981F350	0.8697	0
S981F400	female	male	S981F400	0.854	0
S981F450	female	male	S981F450	0.8617	0
S981F1000	female	male	S981F1000	0.698	0
S981F5000	female	male	S981F5000	0.742	0.0317
S981F10000	female	male	S981F10000	0.8017	0.0153
S981F100000	female	male	S981F100000	0.8343	0.0116
S981F1000000	female	male	S981F1000000	0.8381	0.0141
S981M150	male	female	S981M150	0.6984	0.6817
S981M200	male	female	S981M200	0.569	0
S981M250	male	female	S981M250	0.4528	0.6817
S981M300	male	female	S981M300	0.279	0.9089
S981M350	male	female	S981M350	0.619	0.4544
S981M400	male	female	S981M400	0.4253	0.5453
S981M450	male	female	S981M450	0.5564	0.3408
S981M1000	male	female	S981M1000	0.3286	0.9089
S981M5000	male	female	S981M5000	0.3954	0.3349
S981M10000	male	female	S981M10000	0.409	0.3235
S981M100000	male	female	S981M100000	0.4308	0.4686
S981M1000000	male	female	S981M1000000	0.4166	0.49
S982F150	female	male	S982F150	0.5939	0
S982F200	female	male	S982F200	0.7045	0
S982F300	female	male	S982F300	1.2205	0
S982F350	female	male	S982F350	0.8087	0
S982F400	female	male	S982F400	0.8681	0
S982F450	female	male	S982F450	0.7882	0
S982F1000	female	male	S982F1000	0.8781	0.1363
S982F5000	female	male	S982F5000	0.809	0
S982F10000	female	male	S982F10000	0.9034	0
S982F100000	female	male	S982F100000	0.8457	0.0087
S982F1000000	female	male	S982F1000000	0.8443	0.0153
S982M200	male	female	S982M200	0.7627	0
S982M250	male	female	S982M250	0.3368	0.9089
S982M300	male	female	S982M300	0.5306	0.9089
S982M350	male	female	S982M350	0.1935	0.9089
S982M400	male	female	S982M400	0.6285	0.3895
S982M450	male	female	S982M450	0.2413	0.6817
S982M1000	male	female	S982M1000	0.3307	0.7436
S982M5000	male	female	S982M5000	0.4178	0.5113
S982M10000	male	female	S982M10000	0.5087	0.288
S982M100000	male	female	S982M100000	0.4275	0.4551
S982M1000000	male	female	S982M1000000	0.4221	0.4733
S983F150	female	male	S983F150	0.3081	0
S983F250	female	male	S983F250	0.9825	0
S983F300	female	male	S983F300	1.1728	0
S983F350	female	male	S983F350	2.247	0
S983F400	female	male	S983F400	0.6111	0
S983F450	female	male	S983F450	0.8782	0
S983F1000	female	male	S983F1000	0.9601	0
S983F5000	female	male	S983F5000	0.7742	0.031
S983F10000	female	male	S983F10000	0.8714	0.0142
S983F100000	female	male	S983F100000	0.8568	0.0099
S983F1000000	female	male	S983F1000000	0.8445	0.0147
S983M150	male	female	S983M150	1.225	0
S983M200	male	female	S983M200	0.1983	2.045
S983M250	male	female	S983M250	0.1501	0
S983M300	male	female	S983M300	0.1526	2.1813
S983M350	male	female	S983M350	0.6674	0
S983M400	male	female	S983M400	0.5603	0.6817
S983M450	male	female	S983M450	0.166	0
S983M1000	male	female	S983M1000	0.5307	0.6059
S983M5000	male	female	S983M5000	0.4234	0.3895
S983M10000	male	female	S983M10000	0.4082	0.4618
S983M100000	male	female	S983M100000	0.4088	0.4877
S983M1000000	male	female	S983M1000000	0.4174	0.4807
S984F150	female	male	S984F150	0.4956	0
S984F200	female	male	S984F200	0.6922	0
S984F250	female	male	S984F250	0.6944	0
S984F300	female	male	S984F300	0.5258	0
S984F350	female	male	S984F350	0.5451	0
S984F400	female	male	S984F400	0.6384	0
S984F450	female	male	S984F450	0.7086	0
S984F1000	female	male	S984F1000	0.6543	0
S984F5000	female	male	S984F5000	0.8676	0
S984F10000	female	male	S984F10000	0.8619	0.014
S984F100000	female	male	S984F100000	0.8809	0.0124
S984F1000000	female	male	S984F1000000	0.851	0.0137
S984M150	male	female	S984M150	0.4421	0.9089
S984M200	male	female	S984M200	0.1977	0
S984M250	male	female	S984M250	1.0069	0
S984M300	male	female	S984M300	0.2735	0.9089
S984M350	male	female	S984M350	0.354	1.0907
S984M400	male	female	S984M400	0.464	0
S984M450	male	female	S984M450	0.1723	0
S984M1000	male	female	S984M1000	0.5349	0.7175
S984M5000	male	female	S984M5000	0.3607	0.3087
S984M10000	male	female	S984M10000	0.4503	0.4305
S984M100000	male	female	S984M100000	0.4187	0.5033
S984M1000000	male	female	S984M1000000	0.4185	0.4885
S985F150	female	male	S985F150	0.7255	0
S985F200	female	male	S985F200	0.4415	0
S985F250	female	male	S985F250	1.0619	0
S985F300	female	male	S985F300	0.6215	0
S985F350	female	male	S985F350	1.524	0
S985F400	female	male	S985F400	0.804	0
S985F450	female	male	S985F450	0.9447	0
S985F1000	female	male	S985F1000	0.7863	0
S985F5000	female	male	S985F5000	0.7975	0
S985F10000	female	male	S985F10000	0.8426	0
S985F100000	female	male	S985F100000	0.8443	0.0072
S985F1000000	female	male	S985F1000000	0.8359	0.0107
S985M150	male	female	S985M150	0.5169	0
S985M200	male	female	S985M200	0	2.7267
S985M250	male	female	S985M250	1.3077	0
S985M300	male	female	S985M300	0.5272	0.9089
S985M350	male	female	S985M350	0.5181	0
S985M400	male	female	S985M400	0.3348	0
S985M450	male	female	S985M450	0.3513	0
S985M1000	male	female	S985M1000	0.474	0
S985M5000	male	female	S985M5000	0.5004	0.3072
S985M10000	male	female	S985M10000	0.4026	0.5326
S985M100000	male	female	S985M100000	0.4155	0.4965
S985M1000000	male	female	S985M1000000	0.4187	0.4791
S986F150	female	male	S986F150	0.8399	0
S986F200	female	male	S986F200	1.0631	0
S986F250	female	male	S986F250	0.9153	0
S986F350	female	male	S986F350	0.2539	0
S986F400	female	male	S986F400	0.6453	0
S986F450	female	male	S986F450	0.5265	0
S986F1000	female	male	S986F1000	0.7005	0
S986F5000	female	male	S986F5000	0.9128	0.0519
S986F10000	female	male	S986F10000	1.0156	0
S986F100000	female	male	S986F100000	0.8367	0.0117
S986F1000000	female	male	S986F1000000	0.8522	0.0119
S986M150	male	female	S986M150	0.2664	0
S986M200	male	female	S986M200	0.5949	0.6817
S986M250	male	female	S986M250	0.152	0
S986M300	male	female	S986M300	0.2871	0
S986M350	male	female	S986M350	0.4385	0
S986M400	male	female	S986M400	0.2121	0.9089
S986M450	male	female	S986M450	0.0861	2.045
S986M1000	male	female	S986M1000	0.6417	0.4305
S986M5000	male	female	S986M5000	0.3587	0.3671
S986M10000	male	female	S986M10000	0.4343	0.4751
S986M100000	male	female	S986M100000	0.4277	0.4776
S986M1000000	male	female	S986M1000000	0.4195	0.4784
S987F200	female	male	S987F200	1.2949	0
S987F250	female	male	S987F250	1.1941	0
S987F300	female	male	S987F300	0.2707	0
S987F350	female	male	S987F350	1.2014	0
S987F400	female	male	S987F400	0.6197	0
S987F450	female	male	S987F450	0.5761	0
S987F1000	female	male	S987F1000	0.6552	0
S987F5000	female	male	S987F5000	0.8516	0.0281
S987F10000	female	male	S987F10000	0.814	0
S987F100000	female	male	S987F100000	0.8083	0.0105
S987F1000000	female	male	S987F1000000	0.8498	0.0141
S987M150	male	female	S987M150	0.2671	1.3633
S987M200	male	female	S987M200	1.0334	0
S987M250	male	female	S987M250	0.3702	0
S987M300	male	female	S987M300	0.4288	0
S987M350	male	female	S987M350	0.1081	0
S987M400	male	female	S987M400	0.5995	0
S987M450	male	female	S987M450	0.1771	1.636
S987M1000	male	female	S987M1000	0.7122	0
S987M5000	male	female	S987M5000	0.4626	0.3663
S987M10000	male	female	S987M10000	0.399	0.4655
S987M100000	male	female	S987M100000	0.4337	0.4683
S987M1000000	male	female	S987M1000000	0.4229	0.4814
S988F150	female	male	S988F150	0.3168	0
S988F200	female	male	S988F200	1.2525	0
S988F250	female	male	S988F250	1.1456	0
S988F300	female	male	S988F300	1.8534	0
S988F350	female	male	S988F350	1.0639	0
S988F400	female	male	S988F400	1.0867	0
S988F450	female	male	S988F450	0.7454	0
S988F1000	female	male	S988F1000	0.8672	0.1435
S988F5000	female	male	S988F5000	0.8783	0
S988F10000	female	male	S988F10000	0.7925	0.0151
S988F100000	female	male	S988F100000	0.8646	0.0056
S988F1000000	female	male	S988F1000000	0.8366	0.0137
S988M150	male	female	S988M150	0.5237	0
S988M250	male	female	S988M250	0.4728	0
S988M350	male	female	S988M350	0.2469	1.3633
S988M400	male	female	S988M400	0.3071	0.6817
S988M450	male	female	S988M450	0.3284	0
S988M1000	male	female	S988M1000	0.1595	0.9089
S988M5000	male	female	S988M5000	0.3538	0.5453
S988M10000	male	female	S988M10000	0.431	0.4544
S988M100000	male	female	S988M100000	0.428	0.4364
S988M1000000	male	female	S988M1000000	0.4122	0.4878
S989F150	female	male	S989F150	1.3806	0
S989F200	female	male	S989F200	0.2462	0
S989F250	female	male	S989F250	0.968	0
S989F300	female	male	S989F300	1.0311	0
S989F350	female	male	S989F350	0.6416	0
S989F400	female	male	S989F400	1.1993	0
S989F450	female	male	S989F450	0.7503	0
S989F1000	female	male	S989F1000	1.0013	0
S989F5000	female	male	S989F5000	0.9458	0
S989F10000	female	male	S989F10000	0.872	0.0141
S989F100000	female	male	S989F100000	0.8847	0.0069
S989F1000000	female	male	S989F1000000	0.8532	0.0119
S989M150	male	female	S989M150	0.228	0
S989M200	male	female	S989M200	0	2.7267
S989M250	male	female	S989M250	0.5275	0.6817
S989M300	male	female	S989M300	0.6294	0.4544
S989M350	male	female	S989M350	0.4509	0.5453
S989M400	male	female	S989M400	0.0942	0
S989M450	male	female	S989M450	0.5212	0.6817
S989M1000	male	female	S989M1000	0.3491	0.6817
S989M5000	male	female	S989M5000	0.3568	0.6008
S989M10000	male	female	S989M10000	0.4038	0.4363
S989M100000	male	female	S989M100000	0.4103	0.4862
S989M1000000	male	female	S989M1000000	0.4206	0.4864
S990F150	female	male	S990F150	1.123	0
S990F200	female	male	S990F200	0.227	0
S990F250	female	male	S990F250	0.6171	0
S990F300	female	male	S990F300	0.7065	0
S990F350	female	male	S990F350	1.2331	0
S990F400	female	male	S990F400	0.5419	0
S990F450	female	male	S990F450	0.7232	0
S990F1000	female	male	S990F1000	0.7994	0
S990F5000	female	male	S990F5000	0.9014	0.0262
S990F10000	female	male	S990F10000	0.7863	0.0303
S990F100000	female	male	S990F100000	0.8429	0.0144
S990F1000000	female	male	S990F1000000	0.8412	0.0135
S990M150	male	female	S990M150	0.2412	0
S990M200	male	female	S990M200	0.7947	0
S990M250	male	female	S990M250	0.5017	1.0907
S990M300	male	female	S990M300	0.6111	0
S990M350	male	female	S990M350	0.3295	1.0907
S990M400	male	female	S990M400	0.3897	0.5453
S990M450	male	female	S990M450	0.8648	0.2727
S990M1000	male	female	S990M1000	0.5726	0.1704
S990M5000	male	female	S990M5000	0.398	0.6918
S990M10000	male	female	S990M10000	0.4439	0.5064
S990M100000	male	female	S990M100000	0.4442	0.4514
S990M1000000	male	female	S990M1000000	0.4218	0.4882
S991F150	female	male	S991F150	0.8067	0
S991F200	female	male	S991F200	0.8459	0
S991F250	female	male	S991F250	1.5899	0
S991F300	female	male	S991F300	0.6359	0
S991F350	female	male	S991F350	1.1863	0.303
S991F400	female	male	S991F400	0.8748	0
S991F450	female	male	S991F450	1.211	0
S991F1000	female	male	S991F1000	1.0487	0
S991F5000	female	male	S991F5000	0.8354	0.0284
S991F10000	female	male	S991F10000	0.8681	0.0141
S991F100000	female	male	S991F100000	0.8676	0.0171
S991F1000000	female	male	S991F1000000	0.8401	0.0141
S991M150	male	female	S991M150	0.2574	0
S991M200	male	female	S991M200	0.549	0
S991M250	male	female	S991M250	0.4459	1.0907
S991M300	male	female	S991M300	0.6437	0.4544
S991M350	male	female	S991M350	0.3249	0
S991M400	male	female	S991M400	0.1051	1.8178
S991M450	male	female	S991M450	0.5449	0.6817
S991M1000	male	female	S991M1000	0.3694	0
S991M5000	male	female	S991M5000	0.5373	0.3845
S991M10000	male	female	S991M10000	0.4846	0.3787
S991M100000	male	female	S991M100000	0.4365	0.4851
S991M1000000	male	female	S991M1000000	0.4208	0.4938
S992F150	female	male	S992F150	0.742	0
